"ENSEMBL_ID","N61311_Untreated","N61311_Dexamethasone","N052611_Untreated","N052611_Dexamethasone","N080611_Untreated","N080611_Dexamethasone","N061011_Untreated","N061011_Dexamethasone"
"ENSG00000162458",1570,2183,1715,1300,1767,2691,1189,1646
"ENSG00000224321",1,4,1,6,5,6,4,5
"ENSG00000233954",101,96,130,63,138,163,84,69
"ENSG00000178715",4,9,5,3,7,7,12,8
"ENSG00000179743",29,37,25,24,27,30,36,30
"ENSG00000065526",1180,1617,1213,1082,1383,2159,1026,2012
"ENSG00000270620",0,0,0,0,0,0,0,0
"ENSG00000116809",487,384,471,236,461,539,334,355
"ENSG00000234607",0,0,0,0,1,0,0,0
"ENSG00000231353",0,0,0,0,0,0,0,0
"ENSG00000275503",0,0,0,0,0,0,0,0
"ENSG00000224966",0,0,0,0,0,0,0,0
"ENSG00000183888",0,1,0,0,0,0,0,0
"ENSG00000233078",0,0,0,0,0,0,0,0
"ENSG00000173641",283,238,1068,931,265,711,471,692
"ENSG00000186510",4,3,12,9,7,5,4,3
"ENSG00000232456",0,1,0,0,2,0,1,1
"ENSG00000184908",3,3,10,9,7,9,7,11
"ENSG00000185519",1,5,1,2,4,5,2,5
"ENSG00000142627",39,27,90,47,65,71,84,86
"ENSG00000227959",2,0,5,1,3,3,3,2
"ENSG00000224621",1,0,0,0,0,1,1,0
"ENSG00000234166",0,0,0,0,0,0,0,0
"ENSG00000142632",28,72,115,102,83,202,44,86
"ENSG00000237276",7,18,21,16,5,19,11,15
"ENSG00000132881",50,60,76,55,53,80,62,78
"ENSG00000233929",0,1,0,1,0,1,0,2
"ENSG00000037637",578,568,640,502,638,875,503,777
"ENSG00000055070",2563,2424,3098,1942,2966,4792,2339,2965
"ENSG00000226457",1,1,1,2,3,2,1,2
"ENSG00000187144",2,1,1,1,0,2,0,0
"ENSG00000157191",1150,947,1514,1014,1432,2016,1081,1247
"ENSG00000226029",24,18,40,23,32,26,27,13
"ENSG00000080947",121,74,163,62,161,140,121,82
"ENSG00000206652",7,0,1,0,9,3,1,1
"ENSG00000261135",0,0,1,0,0,0,0,1
"ENSG00000285853",0,0,0,0,0,0,0,0
"ENSG00000224174",0,0,0,0,0,0,0,0
"ENSG00000233421",1,1,2,0,1,4,1,0
"ENSG00000277344",0,0,0,0,1,0,0,0
"ENSG00000225710",4,7,7,6,3,7,10,6
"ENSG00000219481",2584,1304,3082,925,3778,2861,3025,1879
"ENSG00000271732",1,0,0,0,0,0,0,0
"ENSG00000215908",474,436,307,194,519,621,335,333
"ENSG00000283773",0,0,0,0,0,0,0,0
"ENSG00000186301",79,101,91,61,98,123,53,71
"ENSG00000282143",0,0,2,0,2,1,1,6
"ENSG00000207513",7,0,0,0,9,4,1,1
"ENSG00000280114",1,5,3,3,1,3,5,3
"ENSG00000236698",211,244,249,170,248,341,294,351
"ENSG00000268869",0,0,0,0,0,0,0,0
"ENSG00000279151",0,0,0,0,0,0,0,0
"ENSG00000282740",0,0,1,0,2,0,1,4
"ENSG00000058453",644,610,567,312,648,807,630,641
"ENSG00000227684",2,1,4,1,5,1,0,5
"ENSG00000207389",9,0,0,0,9,4,1,1
"ENSG00000186715",52,68,64,37,64,83,44,40
"ENSG00000223643",0,0,0,0,0,0,0,0
"ENSG00000230239",0,0,0,0,0,2,0,0
"ENSG00000263811",0,0,0,0,0,0,0,0
"ENSG00000228549",0,2,1,0,1,5,2,2
"ENSG00000277234",0,0,0,0,0,0,0,0
"ENSG00000238142",26,36,33,23,15,23,27,29
"ENSG00000235241",6,9,15,8,6,15,10,12
"ENSG00000207005",9,0,0,0,9,3,1,1
"ENSG00000272426",1,0,1,2,1,0,0,0
"ENSG00000117122",788,439,900,378,1002,611,886,629
"ENSG00000226526",4,0,2,4,10,2,11,1
"ENSG00000159363",264,309,340,219,388,662,242,347
"ENSG00000117118",656,660,865,557,996,1134,627,765
"ENSG00000117115",0,1,13,3,6,10,0,1
"ENSG00000204362",1,0,0,3,3,4,0,0
"ENSG00000282843",0,0,0,0,0,0,0,0
"ENSG00000142623",0,0,2,1,0,3,0,0
"ENSG00000142619",0,0,0,0,0,0,0,0
"ENSG00000266634",0,0,0,0,0,0,0,0
"ENSG00000159339",0,0,0,0,0,0,0,0
"ENSG00000276747",0,0,0,0,0,0,0,0
"ENSG00000227751",0,0,0,0,0,0,0,0
"ENSG00000179051",1295,1147,1545,1043,1586,1206,1075,1186
"ENSG00000074964",727,639,899,517,795,1144,635,785
"ENSG00000236648",0,0,0,0,0,0,0,0
"ENSG00000117148",2,2,0,0,42,6,3,0
"ENSG00000284653",0,0,0,0,0,0,0,0
"ENSG00000261781",0,0,0,0,0,0,0,0
"ENSG00000117154",0,0,0,0,0,0,0,0
"ENSG00000280222",0,0,0,0,0,0,0,0
"ENSG00000230035",0,0,0,0,0,0,0,0
"ENSG00000225387",0,0,0,0,0,0,0,0
"ENSG00000179023",0,1,0,0,0,0,0,0
"ENSG00000235282",0,0,0,0,0,0,0,0
"ENSG00000225478",0,0,0,0,0,0,0,0
"ENSG00000009709",0,0,0,0,0,0,0,0
"ENSG00000179002",0,0,0,0,0,0,0,0
"ENSG00000255275",1,0,0,0,0,0,0,0
"ENSG00000159423",178,290,217,260,218,445,126,271
"ENSG00000265606",0,0,0,0,0,0,0,0
"ENSG00000221662",0,0,0,0,0,0,0,0
"ENSG00000169991",179,134,164,99,130,123,146,124
"ENSG00000272084",11,9,10,8,12,13,10,8
"ENSG00000127481",8682,6463,9189,4279,10226,10091,7870,8813
"ENSG00000230424",13,11,9,8,12,14,14,7
"ENSG00000127463",1429,1068,2023,1134,1472,1824,1172,1159
"ENSG00000053372",302,318,375,253,370,616,314,320
"ENSG00000211454",10,15,5,7,7,20,9,9
"ENSG00000162482",17,10,11,2,12,18,9,10
"ENSG00000270728",22,24,32,18,36,39,21,23
"ENSG00000053371",986,907,985,603,963,1224,835,915
"ENSG00000200403",0,1,1,1,2,0,2,0
"ENSG00000040487",219,252,219,155,271,373,212,255
"ENSG00000077549",4630,5064,6163,4043,5235,7612,3899,4780
"ENSG00000240490",0,0,0,1,0,0,0,0
"ENSG00000173436",274,261,256,201,215,260,181,219
"ENSG00000201609",0,0,0,0,0,0,0,0
"ENSG00000235185",0,1,1,0,0,0,0,0
"ENSG00000158747",8086,13399,7366,8084,6929,11388,5010,10941
"ENSG00000270136",0,0,0,0,0,0,0,0
"ENSG00000226396",72,69,85,48,3,8,2,3
"ENSG00000158748",0,0,1,0,0,0,0,0
"ENSG00000162542",339,273,383,205,417,462,298,324
"ENSG00000178828",0,0,0,0,0,0,0,0
"ENSG00000235434",0,0,0,0,0,0,0,0
"ENSG00000169914",188,155,168,105,225,217,150,136
"ENSG00000188784",0,0,0,0,0,0,0,0
"ENSG00000242688",0,0,0,0,0,0,0,0
"ENSG00000188257",48,78,175,213,28,48,32,79
"ENSG00000127472",4,6,22,15,2,4,36,23
"ENSG00000117215",0,0,0,0,0,0,0,0
"ENSG00000158786",0,0,0,0,0,0,0,0
"ENSG00000227066",0,0,0,0,0,0,0,0
"ENSG00000187980",0,0,0,0,0,0,0,0
"ENSG00000225986",0,0,0,0,0,0,1,1
"ENSG00000162543",2,2,21,6,0,2,14,5
"ENSG00000228105",0,0,0,0,0,0,0,0
"ENSG00000284710",0,0,0,0,0,0,0,0
"ENSG00000158816",0,1,9,13,1,4,1,16
"ENSG00000226664",0,0,0,0,0,0,0,0
"ENSG00000236963",0,1,2,0,0,1,0,0
"ENSG00000226487",0,0,0,0,0,0,0,0
"ENSG00000284641",0,0,0,0,0,0,0,0
"ENSG00000284743",0,0,0,0,0,0,0,0
"ENSG00000162545",4731,6428,6081,6717,3326,7321,5171,8995
"ENSG00000090432",732,652,831,523,641,970,687,851
"ENSG00000215520",0,0,0,0,0,0,0,0
"ENSG00000183114",1,1,1,0,0,0,0,0
"ENSG00000158825",8,10,43,20,22,36,17,9
"ENSG00000158828",1038,1074,1159,746,1255,1833,985,1359
"ENSG00000284005",0,0,0,0,0,0,0,0
"ENSG00000117242",156,136,189,99,143,204,101,112
"ENSG00000244038",4799,4239,5874,2950,5409,6532,3931,4302
"ENSG00000117245",12,13,42,27,80,104,13,31
"ENSG00000235432",0,0,0,0,0,0,1,0
"ENSG00000189410",40,25,54,22,66,168,82,65
"ENSG00000233069",0,0,0,0,0,0,0,0
"ENSG00000127483",5257,4391,5325,3184,5545,6211,4519,4624
"ENSG00000075151",3222,2428,4066,1820,5171,5835,3092,2822
"ENSG00000251914",0,0,0,0,0,0,0,0
"ENSG00000221808",0,0,0,0,0,0,0,0
"ENSG00000233072",0,0,0,0,0,0,0,0
"ENSG00000236073",0,0,0,0,0,1,0,0
"ENSG00000235112",0,0,0,0,0,1,0,0
"ENSG00000117298",6982,7809,7824,5095,8317,10093,5362,7997
"ENSG00000236936",1,1,1,0,0,0,0,0
"ENSG00000231105",4,1,4,1,0,3,4,5
"ENSG00000236216",1,1,0,1,1,0,1,3
"ENSG00000228823",0,1,0,1,0,0,0,0
"ENSG00000236009",0,0,0,0,0,0,0,0
"ENSG00000227001",42,76,100,45,94,192,70,77
"ENSG00000187952",114,197,197,79,162,267,110,198
"ENSG00000186543",1,0,1,0,0,0,0,0
"ENSG00000142794",788,1021,1216,693,846,1649,705,1080
"ENSG00000176378",0,0,0,1,0,0,0,0
"ENSG00000162551",559,661,1435,739,1986,3412,458,619
"ENSG00000233431",0,0,0,0,0,1,0,0
"ENSG00000076864",5,7,14,3,9,14,5,14
"ENSG00000090686",1556,1672,1964,1168,2381,2977,1521,1661
"ENSG00000231978",0,0,0,0,0,0,0,0
"ENSG00000187942",15,13,27,14,16,17,22,19
"ENSG00000142798",11377,11005,22126,8484,12013,20288,14969,16012
"ENSG00000232037",3,4,0,0,2,2,1,1
"ENSG00000283234",0,0,0,0,0,0,0,0
"ENSG00000219073",0,0,0,0,0,0,0,0
"ENSG00000285959",0,0,0,0,0,0,0,0
"ENSG00000273610",0,0,0,0,0,0,0,0
"ENSG00000201919",0,0,0,0,0,0,0,0
"ENSG00000142789",0,0,0,0,0,0,0,0
"ENSG00000278124",0,0,0,0,0,0,0,0
"ENSG00000201273",0,0,0,0,0,0,0,0
"ENSG00000228397",1,0,2,2,2,3,0,1
"ENSG00000218510",53,57,69,37,58,54,43,51
"ENSG00000285721",1,1,1,1,4,5,1,6
"ENSG00000285752",22,17,16,13,8,12,17,20
"ENSG00000285794",0,0,0,0,0,0,0,0
"ENSG00000070831",19,14,29,13,29,30,17,17
"ENSG00000230068",0,0,2,0,2,3,1,0
"ENSG00000271428",0,1,1,1,1,2,1,0
"ENSG00000162552",2,1,3,1,1,1,1,0
"ENSG00000285873",0,1,0,0,0,0,0,1
"ENSG00000266564",0,0,0,0,0,0,0,0
"ENSG00000234397",1,1,0,0,0,1,0,0
"ENSG00000279625",0,0,0,0,0,0,0,0
"ENSG00000184677",856,810,996,485,1125,1171,778,827
"ENSG00000237200",2,4,2,1,4,3,0,1
"ENSG00000070886",0,0,0,0,0,0,0,0
"ENSG00000276835",0,0,0,0,0,0,0,0
"ENSG00000173372",0,0,0,0,0,0,0,0
"ENSG00000159189",0,0,0,0,0,0,0,0
"ENSG00000173369",0,0,0,0,0,0,0,0
"ENSG00000133216",520,170,372,52,1030,373,581,150
"ENSG00000265422",0,0,0,0,0,0,0,0
"ENSG00000225952",0,0,0,0,0,0,0,0
"ENSG00000264014",0,0,0,0,0,0,0,0
"ENSG00000215906",0,0,0,0,0,0,0,0
"ENSG00000227868",1,0,0,0,3,1,1,0
"ENSG00000004487",1409,989,1492,727,1708,1614,1263,1035
"ENSG00000240553",0,0,0,0,0,0,0,0
"ENSG00000263793",0,0,0,0,0,0,0,0
"ENSG00000266802",0,0,0,0,0,0,0,0
"ENSG00000169641",1622,1373,1624,736,1858,2644,1173,1214
"ENSG00000229010",0,0,0,0,0,0,0,0
"ENSG00000206935",0,0,0,0,0,0,0,0
"ENSG00000252578",0,0,0,0,0,0,0,1
"ENSG00000179546",0,0,1,0,1,0,0,0
"ENSG00000215381",0,2,0,1,0,0,0,1
"ENSG00000261326",61,55,60,56,108,92,60,44
"ENSG00000284726",1,1,1,2,7,6,7,1
"ENSG00000125944",1920,1796,2117,1018,2376,2878,1531,1274
"ENSG00000125945",807,473,1092,470,862,685,935,702
"ENSG00000249087",139,96,163,69,115,111,165,117
"ENSG00000201405",0,0,0,0,0,0,0,0
"ENSG00000271420",3,3,3,1,1,1,0,0
"ENSG00000204219",798,439,614,189,661,499,278,179
"ENSG00000232482",1,0,1,1,1,0,0,0
"ENSG00000088280",1786,1703,2212,1227,2173,1861,1470,1798
"ENSG00000007968",1,4,1,2,0,2,0,0
"ENSG00000235052",0,0,0,0,1,1,0,1
"ENSG00000117318",116,127,118,45,167,193,76,125
"ENSG00000285802",0,0,0,0,0,1,0,1
"ENSG00000197880",0,1,0,0,0,0,0,0
"ENSG00000229239",0,0,0,0,0,0,0,0
"ENSG00000142676",13749,12885,15380,7668,14280,15297,10529,9850
"ENSG00000011007",1220,1129,1177,817,1312,1683,902,1083
"ENSG00000236810",9,10,10,2,10,14,16,12
"ENSG00000057757",502,408,565,365,624,632,488,467
"ENSG00000011009",452,473,489,292,514,755,391,465
"ENSG00000117308",122,97,118,37,85,146,64,49
"ENSG00000117305",678,522,799,451,811,960,595,611
"ENSG00000179163",74,72,144,74,94,110,97,84
"ENSG00000188822",0,1,0,0,0,1,0,0
"ENSG00000229106",1,0,0,0,0,0,0,0
"ENSG00000232557",0,0,0,0,0,0,0,0
"ENSG00000264926",0,0,0,0,0,0,0,0
"ENSG00000230228",0,0,0,0,0,0,0,0
"ENSG00000189266",1591,1837,1722,1358,1732,2643,1322,1833
"ENSG00000188529",1524,1545,1589,1016,1663,2439,1432,1341
"ENSG00000215905",0,0,0,0,0,0,0,0
"ENSG00000225315",0,1,0,0,0,0,0,1
"ENSG00000142661",0,1,0,1,2,1,0,2
"ENSG00000230703",0,0,0,0,0,0,0,0
"ENSG00000142677",11,9,12,14,5,15,8,36
"ENSG00000185436",0,0,0,0,0,0,0,1
"ENSG00000230023",0,0,1,0,0,0,0,0
"ENSG00000232298",1,1,0,0,0,1,0,1
"ENSG00000158055",2,0,2,0,6,0,1,1
"ENSG00000001460",176,168,267,118,242,210,155,177
"ENSG00000001461",2140,1883,5201,2684,2773,2784,2488,2941
"ENSG00000117602",150,233,347,366,201,388,168,395
"ENSG00000264443",0,0,0,0,0,0,0,0
"ENSG00000184454",0,1,0,1,0,0,0,0
"ENSG00000227312",0,0,0,0,0,0,0,0
"ENSG00000239106",0,0,0,0,0,0,0,0
"ENSG00000133226",1569,1300,1799,1022,1918,1993,1391,1416
"ENSG00000284699",0,1,0,0,0,1,0,0
"ENSG00000169504",13230,16438,16381,17096,12130,27430,12849,22718
"ENSG00000238482",0,0,0,0,0,0,0,0
"ENSG00000020633",123,151,97,65,3,3,113,171
"ENSG00000278034",0,0,0,0,0,0,0,0
"ENSG00000229162",1,1,2,0,0,0,0,0
"ENSG00000261025",0,0,0,0,0,0,0,0
"ENSG00000264371",0,0,0,0,0,0,0,0
"ENSG00000285823",0,0,0,0,0,0,0,0
"ENSG00000233755",0,0,0,0,0,0,0,0
"ENSG00000233419",0,0,0,0,0,0,0,0
"ENSG00000231953",0,0,0,0,0,0,0,0
"ENSG00000117614",1067,1079,1193,803,1457,1476,1080,1152
"ENSG00000284602",18,14,32,9,21,19,17,10
"ENSG00000284657",2,5,7,2,5,4,7,0
"ENSG00000117616",1476,1659,1456,1050,1812,1890,1149,1404
"ENSG00000272432",2,2,4,0,3,2,1,2
"ENSG00000261349",16,18,18,12,16,18,7,18
"ENSG00000187010",14,10,20,3,12,12,2,0
"ENSG00000224183",89,60,92,52,86,127,59,62
"ENSG00000259984",1,3,2,1,5,0,2,5
"ENSG00000183726",1751,2474,2155,2271,2654,4578,1712,2777
"ENSG00000188672",12,3,19,6,6,10,13,8
"ENSG00000238084",99,73,113,64,98,150,82,74
"ENSG00000204178",472,405,541,324,588,527,522,437
"ENSG00000157978",437,441,748,415,575,738,426,521
"ENSG00000225643",0,2,4,1,4,3,2,2
"ENSG00000117643",1190,701,1793,685,867,745,1073,745
"ENSG00000233478",2,1,0,0,0,0,2,0
"ENSG00000162430",3906,3589,3657,2125,5220,6949,3971,4147
"ENSG00000255054",0,0,0,0,0,0,0,0
"ENSG00000228172",9,17,18,8,15,18,10,13
"ENSG00000117640",998,937,1209,628,1138,1293,893,880
"ENSG00000272478",0,0,0,0,0,0,0,0
"ENSG00000127423",7,2,12,6,9,8,7,5
"ENSG00000236528",1,0,0,1,0,0,1,0
"ENSG00000182749",371,377,497,264,487,690,374,386
"ENSG00000207302",0,0,0,0,0,0,0,0
"ENSG00000117632",1025,1029,1340,852,1947,1635,1021,1121
"ENSG00000229786",0,1,0,0,0,0,0,0
"ENSG00000223624",0,0,1,0,0,0,0,1
"ENSG00000283938",0,0,0,0,0,0,0,0
"ENSG00000158006",212,178,307,138,293,293,207,207
"ENSG00000207237",0,0,0,0,0,0,0,0
"ENSG00000252190",0,0,0,0,0,0,0,0
"ENSG00000252691",0,0,0,0,0,0,0,0
"ENSG00000158008",51,18,70,36,22,26,63,57
"ENSG00000158014",0,1,0,0,0,0,0,0
"ENSG00000284309",0,0,0,0,0,0,0,0
"ENSG00000158022",0,2,0,7,2,7,0,6
"ENSG00000175087",87,58,81,41,61,66,73,60
"ENSG00000197245",1,0,0,0,0,0,0,0
"ENSG00000282872",0,0,0,0,0,0,0,0
"ENSG00000236782",2,1,1,1,0,4,1,3
"ENSG00000142684",0,0,0,0,0,0,0,0
"ENSG00000142675",3,7,2,2,2,2,2,7
"ENSG00000188782",0,0,0,0,0,0,0,0
"ENSG00000236155",1,1,0,1,0,0,0,0
"ENSG00000278572",5,3,3,4,6,7,1,2
"ENSG00000130695",78,55,103,61,119,76,81,71
"ENSG00000270733",0,0,1,0,0,0,0,0
"ENSG00000142669",2034,1651,2991,1759,2498,3060,2095,1933
"ENSG00000158062",187,139,290,101,196,186,190,147
"ENSG00000169442",0,0,0,1,1,0,1,0
"ENSG00000176092",0,1,1,0,0,0,0,0
"ENSG00000225854",0,0,0,0,0,0,0,0
"ENSG00000176083",0,0,0,0,0,0,0,0
"ENSG00000131914",0,0,0,1,2,0,0,0
"ENSG00000117682",651,578,845,519,857,1030,575,586
"ENSG00000223583",4,2,2,3,1,5,3,2
"ENSG00000225891",1,1,4,0,6,3,2,2
"ENSG00000198830",2092,1608,2316,1234,2029,1862,1901,1360
"ENSG00000224129",0,0,0,0,0,0,0,0
"ENSG00000117676",5,8,14,8,27,20,14,9
"ENSG00000238705",0,0,0,0,0,0,0,0
"ENSG00000243905",0,0,0,0,0,0,0,0
"ENSG00000252802",0,0,0,0,0,0,0,0
"ENSG00000252429",0,0,0,0,0,0,0,0
"ENSG00000229247",0,0,0,0,0,0,0,0
"ENSG00000238316",0,0,0,0,0,0,0,0
"ENSG00000235069",0,0,0,0,0,0,0,0
"ENSG00000260063",4,6,11,7,9,11,4,8
"ENSG00000117713",1680,1298,1910,1056,2025,2217,1344,1476
"ENSG00000060642",244,250,401,265,309,395,264,364
"ENSG00000241188",0,0,0,0,0,0,0,0
"ENSG00000204160",414,446,509,372,487,755,380,537
"ENSG00000175793",0,2,3,1,0,0,0,0
"ENSG00000226698",0,0,0,0,0,0,0,0
"ENSG00000142751",552,576,616,462,694,869,555,635
"ENSG00000198746",202,184,232,126,240,267,195,190
"ENSG00000090273",1040,1147,1177,773,1246,1767,878,973
"ENSG00000131910",0,0,1,0,1,0,0,1
"ENSG00000175707",0,0,0,0,0,1,0,0
"ENSG00000172746",0,3,1,2,4,6,2,1
"ENSG00000224064",0,0,0,0,0,0,0,0
"ENSG00000225294",1,2,1,0,0,1,0,1
"ENSG00000253368",309,1206,458,1172,456,1967,569,2005
"ENSG00000158246",18,99,35,75,29,169,19,119
"ENSG00000090020",1228,895,1393,615,1336,1641,1308,909
"ENSG00000229985",0,0,0,0,2,0,0,0
"ENSG00000214973",15,13,15,13,25,15,18,22
"ENSG00000225159",56,58,78,46,92,82,61,62
"ENSG00000225990",0,0,0,0,0,0,0,0
"ENSG00000224311",0,0,0,0,0,0,0,0
"ENSG00000142784",1445,1336,1828,1237,1734,2248,1401,1898
"ENSG00000252098",0,0,0,0,0,0,0,0
"ENSG00000243659",0,1,1,0,2,1,1,1
"ENSG00000186501",602,566,823,427,822,1054,587,603
"ENSG00000206888",1,0,1,0,3,0,1,0
"ENSG00000241547",5,10,6,0,6,4,5,5
"ENSG00000142765",2,5,1,0,2,4,1,2
"ENSG00000142733",838,867,785,502,672,1051,720,1092
"ENSG00000142748",1,0,0,2,2,3,2,2
"ENSG00000174950",0,0,0,0,0,0,0,0
"ENSG00000231207",0,0,1,0,0,0,0,0
"ENSG00000181773",4,0,2,2,1,4,7,1
"ENSG00000158195",4268,3875,4728,3379,4320,5845,3580,4849
"ENSG00000241169",1,0,0,0,0,0,0,0
"ENSG00000237429",4,0,1,0,2,1,3,1
"ENSG00000126705",760,459,819,264,838,635,715,477
"ENSG00000000938",0,0,2,0,1,0,0,0
"ENSG00000235912",21,26,33,21,21,25,17,25
"ENSG00000233975",1,0,0,1,0,0,0,0
"ENSG00000126709",716,533,734,657,694,752,457,560
"ENSG00000225886",3,0,5,5,1,0,1,1
"ENSG00000206767",0,0,0,0,0,0,0,0
"ENSG00000226662",0,0,0,0,0,0,0,0
"ENSG00000207095",0,0,0,0,0,0,0,0
"ENSG00000009780",153,209,153,165,147,198,140,206
"ENSG00000231344",0,0,0,1,0,1,0,0
"ENSG00000230833",0,0,0,0,0,0,0,0
"ENSG00000117758",1125,1668,1472,1842,1385,2716,1094,2503
"ENSG00000269971",0,0,3,0,0,0,0,0
"ENSG00000270031",0,1,0,6,0,3,1,0
"ENSG00000223062",0,0,0,0,0,0,0,0
"ENSG00000117751",726,698,823,517,848,1065,626,710
"ENSG00000252947",0,0,0,0,0,0,1,0
"ENSG00000130775",103,68,93,43,156,129,75,66
"ENSG00000117748",436,304,867,472,831,851,405,344
"ENSG00000130768",1,0,2,0,1,2,0,0
"ENSG00000227050",0,0,0,0,0,0,0,0
"ENSG00000158156",160,186,180,108,177,217,148,188
"ENSG00000158161",567,508,752,420,697,838,552,460
"ENSG00000238231",0,0,0,0,0,1,0,1
"ENSG00000240750",1,0,1,0,1,1,1,0
"ENSG00000228589",464,435,517,301,495,726,373,350
"ENSG00000228943",0,0,0,0,0,0,0,0
"ENSG00000214812",0,1,0,0,1,1,2,0
"ENSG00000253005",0,0,0,0,0,0,0,0
"ENSG00000169403",1,1,2,1,2,3,2,0
"ENSG00000126698",1907,1542,2079,1066,2313,2450,1577,1348
"ENSG00000130770",730,685,869,427,849,884,639,533
"ENSG00000270605",32,9,26,6,13,8,18,4
"ENSG00000271398",0,0,0,0,2,0,0,0
"ENSG00000130766",1287,717,1240,306,1160,764,1014,489
"ENSG00000130772",253,244,249,179,234,299,210,256
"ENSG00000204138",507,430,599,331,685,660,448,420
"ENSG00000206779",0,0,0,0,0,0,0,0
"ENSG00000229820",2,0,0,0,0,0,0,0
"ENSG00000221216",1,0,0,0,1,0,0,0
"ENSG00000180198",476,481,442,278,627,826,328,502
"ENSG00000242125",242,350,289,288,336,523,194,254
"ENSG00000274266",0,0,0,0,0,0,0,0
"ENSG00000200087",8,1,3,3,2,3,4,1
"ENSG00000231468",2,4,2,2,7,1,2,0
"ENSG00000279443",5,7,2,5,13,14,6,4
"ENSG00000180098",238,257,342,253,383,473,256,297
"ENSG00000197989",187,296,159,120,179,247,135,155
"ENSG00000221539",2,1,3,1,1,4,0,1
"ENSG00000278274",0,0,0,0,0,0,0,0
"ENSG00000273544",0,0,0,0,0,0,0,0
"ENSG00000280498",0,0,0,0,0,0,0,0
"ENSG00000274582",0,0,0,0,0,0,0,0
"ENSG00000120656",464,389,602,312,660,612,408,393
"ENSG00000188060",74,55,75,27,101,81,69,43
"ENSG00000229388",4,3,3,2,2,2,3,4
"ENSG00000270103",0,0,0,0,0,0,0,0
"ENSG00000274978",0,0,0,0,0,0,0,0
"ENSG00000162419",247,216,288,135,285,350,192,173
"ENSG00000252777",0,0,0,0,0,0,0,0
"ENSG00000198492",1309,1192,1599,1040,1508,2021,1170,1245
"ENSG00000116329",4,1,4,1,5,1,1,2
"ENSG00000233427",1,2,1,0,0,0,0,0
"ENSG00000199756",0,0,0,0,0,0,0,0
"ENSG00000159023",479,175,622,200,410,278,499,224
"ENSG00000225616",6,5,2,0,5,9,0,1
"ENSG00000206704",0,0,0,0,0,0,0,0
"ENSG00000277958",0,0,0,0,0,0,0,0
"ENSG00000253304",378,574,382,457,228,375,380,675
"ENSG00000225750",0,0,1,0,0,0,0,0
"ENSG00000116350",1471,1518,1576,1012,1939,2125,1396,1440
"ENSG00000277916",0,0,0,0,0,0,0,0
"ENSG00000116353",243,226,296,117,296,360,195,162
"ENSG00000237934",2,0,0,0,1,0,1,0
"ENSG00000060656",400,399,500,235,365,612,316,366
"ENSG00000230523",0,0,0,0,0,0,0,0
"ENSG00000225011",0,0,0,0,0,0,0,0
"ENSG00000228176",0,0,0,0,0,0,0,0
"ENSG00000284676",0,0,0,0,0,0,0,0
"ENSG00000270927",0,0,0,0,0,0,0,0
"ENSG00000233399",0,0,0,0,0,0,0,0
"ENSG00000233372",0,0,0,0,0,0,0,0
"ENSG00000231251",0,0,0,0,0,0,0,0
"ENSG00000236335",0,0,0,0,0,0,0,0
"ENSG00000231949",0,0,0,0,0,0,0,0
"ENSG00000162510",6,3,9,1,5,3,5,3
"ENSG00000186056",17,9,31,6,16,17,13,13
"ENSG00000162511",4,3,3,5,2,8,0,3
"ENSG00000264773",0,0,0,0,0,0,0,0
"ENSG00000229607",0,0,0,0,0,0,0,0
"ENSG00000223382",8,3,6,2,5,2,3,0
"ENSG00000222784",0,0,0,0,0,0,0,0
"ENSG00000235143",0,0,0,0,0,0,0,0
"ENSG00000162512",4675,2520,3857,1597,3615,3417,3487,2642
"ENSG00000266210",0,0,0,0,0,0,0,0
"ENSG00000134644",2433,2156,2341,1493,2803,3416,2002,2283
"ENSG00000237329",0,0,0,0,0,0,0,0
"ENSG00000232768",0,0,0,0,0,0,0,0
"ENSG00000215900",0,0,0,0,0,0,0,0
"ENSG00000225142",0,1,0,1,0,0,0,0
"ENSG00000084628",4,2,6,1,2,7,1,4
"ENSG00000060688",459,412,541,289,599,706,428,392
"ENSG00000229447",2,2,3,1,4,2,1,1
"ENSG00000121766",521,484,608,322,573,609,441,378
"ENSG00000229044",0,0,1,0,0,0,0,0
"ENSG00000121769",74,35,115,44,126,120,142,77
"ENSG00000168528",1401,1628,2528,1478,1599,3067,1116,1298
"ENSG00000215899",0,0,1,1,2,0,1,2
"ENSG00000206981",1,0,0,0,0,0,0,0
"ENSG00000260386",0,0,0,0,0,0,0,0
"ENSG00000265961",0,0,0,0,0,0,0,0
"ENSG00000284543",0,0,0,0,0,1,0,0
"ENSG00000229167",0,0,0,0,1,0,0,1
"ENSG00000142910",5,12,196,187,175,446,29,52
"ENSG00000121764",0,3,0,0,0,0,0,3
"ENSG00000162517",918,753,1107,537,1119,1368,777,805
"ENSG00000235790",14,15,16,6,20,21,15,1
"ENSG00000264078",0,3,3,0,0,0,0,0
"ENSG00000084636",4749,2882,3371,1100,3863,3628,3748,2550
"ENSG00000121753",607,304,593,243,769,636,679,403
"ENSG00000266580",1,0,0,1,0,0,0,0
"ENSG00000254545",11,10,10,2,8,13,6,11
"ENSG00000134668",611,508,666,386,565,1206,777,620
"ENSG00000203620",0,1,0,0,1,1,0,0
"ENSG00000269967",1,3,3,1,1,2,0,0
"ENSG00000184007",3432,3888,4114,2913,4449,5980,3352,3937
